processed_data,label
dịch nên đặt_hàng cả tháng mới nhận đc lúc đánh lên môi thì k đc như kỳ_vọng chất son lỳ nhưng màu đánh lên_hơi xỉn da base hồng nhiều bạn nào da ngăm nên cân_nhắc nha,"[1, 0, 0, 0, 0, 1, 1, 0]"
màu son mềm mướt siêu xinh tôn da mê luôn shop ơi mút tán êm_dịu,"[0, 1, 0, 0, 0, 1, 0, 0]"
shop giao hàng khá lâu shiper không nhiệt_tình cho lắm ạ sản_phẩm lên màu đẹp phù_hợp giá tiền đánh lên môi hơi khô,"[0, 1, 0, 1, 0, 1, 1, 0]"
màu son khá ổn có_vẻ dễ trôi được tặng kèm chiếc lip brush nhỏ xinh red_heart,"[1, 0, 0, 0, 0, 1, 0, 0]"
chất son mềm mịn dễ tán,"[0, 1, 0, 0, 0, 0, 0, 0]"
son thơm các món còn lại thì tất_cả xuất_sắc mỗi son thì,"[0, 0, 1, 0, 0, 0, 0, 0]"
mua son_shop lần thứ hai r k mà lần này nắp nó cứ bật ra lạ lắm kissing_face,"[0, 0, 0, 0, 1, 0, 0, 0]"
son thơm chất son mịn lắm ạ đóng_gói cực_kì chắc_chắn giao hàng nhanh rất đáng đồng_tiền,"[0, 1, 1, 1, 0, 0, 1, 1]"
màu này da trắng đánh lên sẽ hợp hơn chất son cũng ok màu này đánh đậm sẽ hợp hơn,"[0, 1, 0, 0, 0, 1, 0, 0]"
siêu chim_ưng luônm 3,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu này đẹp lắm luôn ý mùi socola rất thơm lun á màu này da nào xài cũng đẹp hếch star struck,"[0, 0, 1, 0, 0, 1, 0, 0]"
nhận được hàng nhanh mua của mal nên khá an_tâm màu lên cũng xinh nữa sẽ ủng_hộ dài_dài nha,"[0, 0, 0, 0, 0, 1, 1, 0]"
son thơm giao hàng nhanh màu đẹp đánh mịn hơi dễ trôi nma nchung 10 đ pleading_face,"[1, 1, 1, 0, 0, 1, 1, 0]"
màu son k giống hình về là màu hồng luôn nếu đánh ổn thì vẫn đẹp nhưng mik thì k hợp tia nào về cũng vứt 1 xó hình_ảnh mang tính minh_họa,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng lam dep moi độ bền_màu lau son thơm xỉu dùng rất thích mỗi tội hơi đậm ạ,"[1, 0, 1, 0, 0, 1, 0, 0]"
giao đúng sản_phẩm đóng_gói cẩn_thận chắc_chắn giao hàng nhanh chất_lượng ok,"[0, 0, 0, 0, 0, 0, 1, 1]"
hàng đóng_gói hơi sơ xài ý ship tới mình hộp bị chợt bên ngoài nhưng mà không sao màu xinh lắm mn,"[0, 0, 0, 0, 0, 1, 0, 1]"
giao hàng hơi lâu chút còn lại thì rất ok siêu đẹp và phù_hợp giá tiền,"[0, 0, 0, 1, 0, 0, 1, 0]"
kết_cấu xịn xò độ bền_màu màu lên chuẩn công_dụng mềm mịn hình_ảnh không liên_quan màu son mềm mịn so với giá,"[1, 1, 0, 1, 0, 1, 0, 0]"
hàng rất đẹp ko chụp hình lúc nhận hàng nên k có hình nhưng đóng_gói rất dêz thương,"[0, 0, 0, 0, 0, 0, 0, 1]"
màu rất đẹp luôn đánh mịn,"[0, 1, 0, 0, 0, 1, 0, 0]"
lúc đầu mình kì_vọng vô màu của cây 302 nhưng khi về mới thấy nó k giống ảnh màu nhìn quê lắm nha mn k sang đâu cây 104 thì lên môi lại đẹp cực nên mua 104 nha,"[0, 0, 0, 0, 0, 1, 0, 0]"
mùi son thơm như kẹo ấy thỏi son nhìn mini cute thiệc chất son test ra_tay thấy cx ok,"[0, 1, 1, 0, 0, 0, 0, 0]"
giao hàng cực nhanh luôn đặt ngà 1 ngày 13 đã nhận hàng màu xịn,"[0, 0, 0, 0, 0, 1, 1, 0]"
s shs sbs ns sns sns shs sns sb shs husns ns sb shs hs shs hs,"[0, 0, 0, 0, 1, 0, 0, 0]"
chất_lượng sản_phẩm tốt hình_ảnh ko lquan mấy ạ,"[0, 0, 0, 0, 1, 0, 0, 0]"
mình nhận hàng r bọc cũng cẩn_thận bao_bì nhãn_mác rất ok mình dg bận nên chưa test màu,"[0, 0, 0, 0, 0, 1, 0, 1]"
màu son đẹp mùi thơm lắm chùi khó ra nhm uống nước thì bị dính son xíu th chứ khó trôi,"[1, 0, 1, 0, 0, 1, 0, 0]"
son đẹp mùi socola thơm thực xự lên màu đẹp,"[0, 0, 1, 0, 0, 1, 0, 0]"
công_dụng son màu xinh phù_hợp nhiều loại da hén giá ổn_áp kết_cấu mềm mượt đánh son_dưỡng gồi thêm son này thì môi mềm mịn lắm hen độ bền_màu 6 5 10 nhưng mình thích vì nó hông quá lì mùi son thơm nhẹ mlem mlem,"[1, 1, 1, 1, 0, 1, 0, 0]"
màu lên đẹp nhưng mùi thì không ok lắm đâu ạ như kiểu mùi chua ý nó lạ lắm,"[0, 0, 1, 0, 0, 1, 0, 0]"
gv ug ug,"[0, 0, 0, 0, 1, 0, 0, 0]"
đẹp kh mùi gì mấy,"[0, 0, 1, 0, 0, 0, 0, 0]"
hong hiểu sao đánh son hong lên màu đều được cũng êm mềm không khô,"[0, 1, 0, 0, 0, 1, 0, 0]"
son siêu xinh tôn_da mà có lớp bóng nhẹ nữa thơm date lâu 10 đỉm,"[0, 1, 1, 0, 0, 0, 0, 0]"
shop giao hàng nhanh săn 12 12 đến 13 12 đã nhận được hàng sử_dụng thấy rất ok mùi thơm nhưng vì lần đầu mua nên ko biết son mình xài ko hợp màu_da nên đối_với bạn da hơi đen thì ko nên mua màu này bị chìm,"[0, 0, 1, 0, 0, 1, 1, 0]"
son xinh xĩu_shop tư_vấn nhiệt_tình màu đẹp son thơm lắm đóng_gói cẩn_thận,"[0, 0, 1, 0, 0, 1, 0, 1]"
giao cho người_thân nên khum bít như thế nèo disappointed_face nhưng mà tui nghĩ được,"[0, 0, 0, 0, 1, 0, 0, 0]"
son màu siêu xinh cầm rất chắc_tay hàng giao nhanh và đóng_gói cẩn_thận,"[0, 0, 0, 0, 0, 1, 1, 1]"
son đánh cundg đc nch là ổn nha mng v,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu xinh xỉu nha mng nên mua nên mua,"[0, 0, 0, 0, 0, 1, 0, 0]"
đóng gói cẩn_thận còn tặng kèm quà,"[0, 0, 0, 0, 0, 0, 0, 1]"
ảnh và video tính_chất nhận xu son giao đúng mẩu màu đẹp giao nhanh giá hop lí lần sau se ủng_hộ shop,"[0, 0, 0, 1, 0, 1, 1, 0]"
màu son khá đẹp son rất thơm và rất dễ tán nhưng không được lì cho lắm,"[1, 0, 1, 0, 0, 1, 0, 0]"
son lên màu rất ưng ạ hình_ảnh mang tính_chất nhận xu thôi ạ j,"[0, 0, 0, 0, 0, 1, 0, 0]"
hàng quốc_tế 1 tuần mới nhận được bù lại chất son mềm mịn dễ tán màu quá ok luôn,"[0, 1, 0, 0, 0, 1, 1, 0]"
sản_phẩm tuyệt_vời chất_lượng đóng_gói sản_phẩm rất hài_lòng red_heart,"[0, 0, 0, 0, 0, 0, 0, 1]"
son xinh_tươi tôn da_màu khá giống a12 nhưng tươi_tắn hơn chút nói_chung là rất xinh,"[0, 0, 0, 0, 0, 1, 0, 0]"
video không liên_quan nhưng son xinh lắm chất lỳ lâu trôi,"[1, 0, 0, 0, 0, 0, 0, 0]"
công_dụng son kết_cấu thỏi độ bền_màu thumbs_up quá là thích so với số tiền mà mình bỏ ra hài_lòng lắm luôn í purple_heart,"[1, 1, 0, 1, 0, 0, 0, 0]"
cực_kì thích thích rất thích rất đẹp rất phù_hợp rất ôk ê lắm luôn,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu đẹp nhưng mà chất son cảm_giác bị bột bột nhanh trôi vỏ son dễ bị bám bẩn cây son cầm nhẹ quá nên cảm_giác không chắc_chắn lắm nhưng so với giá tiền thì cũng okeoke,"[1, 1, 0, 1, 0, 1, 0, 0]"
đẹp lắm aw nên mua nha face_blowing_a_kiss xịn zữ lun á trời,"[0, 0, 0, 0, 1, 0, 0, 0]"
hình_ảnh kh liên_quan nhưng son sịn lắm luôn ý,"[0, 0, 0, 0, 1, 0, 0, 0]"
lần đầu_tiên mua đồ nội trung rất hài_lòng luôn ạ rẻ mà chất_lượng quá giao hàng cũng nhanh nữa ạ sẽ còn mua nhiều lần ạ,"[0, 0, 0, 1, 0, 0, 1, 0]"
sp đẹp lắm nha mn red_heart smiling_face_with_heart eyes red_heart,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm đóng_gói ổn có chống shock giao đầy_đủ hàng phấn má_hồng lên màu không ổn lắm kem nền có độ che_phủ không cao phấn mắt sáng ổn_shop đóng_gói hàng nhanh_chóng,"[0, 0, 0, 0, 0, 0, 1, 1]"
son chất mềm thơm ko bị khô môi nhưng màu này đánh phải makeup nếu ko sẽ bị già vỏ son đẹp,"[0, 1, 1, 0, 0, 0, 0, 0]"
hàng quốc_tế nên giao rất lâu đóng_gói khá cẩn_thận giao hàng đầy_đủ đồ thì xinh cực á v mua một đống vì đam_mê,"[0, 0, 0, 0, 0, 0, 1, 1]"
giao hàng nhanh đóng_gói chắc_chắn lên màu đẹp nhưng chưa kiểm_tra được độ lỳ của sản_phẩm,"[1, 0, 0, 0, 0, 1, 1, 1]"
công_dụng đẹp kết_cấu khom bic độ bền_màu lâu trôi son đẹp đánh lên ok lắm nha dễ tán không bị khô môi,"[1, 1, 0, 0, 0, 0, 0, 0]"
son xinh lắm mà để lâu thì hơi khô môi có mùi thơm ngọt giao hàng khá nhanh,"[0, 0, 1, 0, 0, 0, 1, 0]"
giao hàng nhanh son xinh với thơm không make up thì nên đánh nhẹ thôi để đỡ bị dừ,"[0, 0, 1, 0, 0, 0, 1, 0]"
ko biết nhận_xét gì cho nó dài dòng và để đủ 50 từ nữa trời ơi giờ kiếm xu cũng cực nữa không biết viết nãy giwof đc 50 từ chưa nhưng mà cố viết thêm mấy từ nữa cho chắc cú,"[0, 0, 0, 0, 1, 0, 0, 0]"
hàng đồng gói kĩ giao nhanh đúng màu đúng mẫu và đánh lên rất xinh nha,"[0, 0, 0, 0, 0, 1, 1, 1]"
dễ trôi màu không giống lắm giao hàng hơi lâu hơn bình_thường,"[1, 0, 0, 0, 0, 1, 1, 0]"
với giá_như này mà chất son thế này thì bao hịn luôn ạ chỉ tiếc là shiper giao hàng thái_độ rất chán,"[0, 1, 0, 1, 0, 0, 1, 0]"
sản_phẩm xinh_xắn son thơm nhưng nhanh trôi màu giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 1, 0, 0, 0, 1, 1]"
sp đẹp phù_hợp với giá tiền màu đẹp lì giao hàng nhanh mọi người nên mua ạ,"[1, 0, 0, 1, 0, 1, 1, 0]"
son smoth lắm nhưng không lì cho lắm nhìn thỏi son nó sang chảnh làm_sao star struck,"[1, 0, 0, 0, 0, 0, 0, 0]"
son lên màu đẹp mịn rẻ mà chất_lượng nên mua nha hình_ảnh ko liên_quan đến sp,"[0, 1, 0, 1, 0, 1, 0, 0]"
khá thâts vọng về chất son kh_thể đánh lòng môi đc giao hàng khá ok mùi son hơi nồng,"[0, 0, 1, 0, 0, 0, 1, 0]"
𝐓𝐇𝐄 𝐑𝐄𝐃_𝐒𝐋𝐄𝐕𝐄_𝐂𝐎_𝐓𝐀𝐘_𝐀_𝐎_𝐌𝐀_𝐔 đ𝐎 _ round_pushpin k drama xu ng đa ng đu o c nhie u ngu o i bie t đe n kho ng spoil đăng lại lần 3 vì mãi chưa được duyệt _ hẳn là mọi người đã nghe qua phim có nội đầu voi đuôi chuột khi dạo gần đây một_số k drama xây_dựng,"[0, 0, 0, 0, 1, 0, 0, 0]"
thích lắm mng ơi m thích màu nâu tây như này mua chỉ vì thấy rẻ thôi ai_ngờ chất_lượng ổn vậy đáng tiền nha mng nên mua,"[0, 0, 0, 1, 0, 1, 0, 0]"
chất son siêu mịn đúng màu mình thích sẽ quay lại mua thêm những màu khác smiling_face_with_heart eyes,"[0, 1, 0, 0, 0, 1, 0, 0]"
xin_lỗi ảnh chủ_yếu để nhận xu ạ kem dạng lỏng nhưng hơi khô với giá này thì k chê vào đâu được ạ,"[0, 1, 0, 1, 0, 0, 0, 0]"
ủa sao hồng đất lên môi t thành cam đất zậy smiling_face_with_tear folded_hands thất_vọng quá huhu khum mua nữa bye focalure,"[0, 0, 0, 0, 0, 1, 0, 0]"
a,"[0, 0, 0, 0, 1, 0, 0, 0]"
màu xinh lắm nhé mỗi_tội khi đánh lên môi set khá lâu và cảm_thấy hơi dính,"[0, 1, 0, 0, 0, 1, 0, 0]"
môi cần mịn_màng thì đánh mới đẹp được nha mn giá mềm cho học_sinh,"[0, 1, 0, 1, 0, 0, 0, 0]"
màu đỏ cam cực_kì hợp với mình son kem nên dễ thoa khá bền_màu ăn bất_chấp ko trồi,"[1, 1, 0, 0, 0, 1, 0, 0]"
màu siu đẹp luôn í đánh bám môi lắm ncl nên mua nha mng ơi,"[1, 0, 0, 0, 0, 1, 0, 0]"
tui khá mong_chờ em son này vì thấy review ổn nhưng son bột lên màu khác so với hình môi tẩy tbc và dưỡng ẩm thật tốt mới không bị khô màu này bạn nào còn là học_sinh định dùng đi học thì ổn_áp đó,"[0, 1, 0, 0, 0, 1, 0, 0]"
chất son đẹp mùi thơm mình rất thích màu hơi tối so vs mình nghĩ vẫn ưng_ý ạ,"[0, 1, 1, 0, 0, 1, 0, 0]"
sp dung tạm ổn với giá tiền,"[0, 0, 0, 1, 0, 0, 0, 0]"
hàng tặng nên k mở đc cái đóng_gói chắc_chắn hộp son đẹp giao đủ hàng,"[0, 0, 0, 0, 0, 0, 1, 1]"
son lên màu rất xinh màu 08 có thêm ánh nhũ giao_hàng nhanh đặt 10 10 sợ về kh kịp lễ 20 10 để làm_quà tặng mà may_sao vẫn về kịp đặt đơn trên 30 k nên được tặng kèm kem nền bông tẩy_trang và mặt_nạ bịch bông tẩy_trang nhỏ hơn tưởng_tượng,"[0, 0, 0, 1, 0, 1, 1, 0]"
kết_cấu mịn độ bền_màu 1 5 2 tiếng chất_lượng tuyệt_vời hình_ảnh ko liên_quan,"[1, 1, 0, 0, 0, 0, 0, 0]"
đã nhận được hàng đúng phân_loại date son mới shop chu_đáo lần tới sẽ mua thêm,"[0, 0, 0, 0, 1, 0, 0, 0]"
độ bền_màu 03 son mèm mịn lắm ạ quốc_tế nhưng giao hàng rất nhanh săn sale nên giá cũn rẻ lắm nhé mn nên mua 1 em xài,"[1, 1, 0, 1, 0, 0, 1, 0]"
công_dụng đẹp môi kết_cấu lỏng độ bền_màu tốt lên màu khá đẹp giao không nhanh lắm được cái shiper thân_thiện mùi không thơm nhưng hàng chuẩn,"[1, 1, 1, 0, 0, 1, 1, 0]"
sản_phẩm đẹp nha mọi người chất_lượng đe0j và đúng hàng nha rất mướt môi và ko lỳ đâu nha,"[1, 1, 0, 0, 0, 0, 0, 0]"
hàng giao đủ thgian giao khá nhanh sớm hơn 6 ngày so với dự_kiến chất son khá thơm khá mịn với giá này thì nên mua nha mn xin lũi vì ảnh và vid chỉ mang tính_chất nhận xu,"[0, 1, 1, 1, 0, 0, 1, 0]"
son xinh không cần maekup dùng vẫn rất tự_nhiên giao hàng nhanh,"[0, 0, 0, 0, 0, 0, 1, 0]"
ok ạ ok ok ạ ok ạ ok ạ ok màu lên đẹp,"[0, 0, 0, 0, 0, 1, 0, 0]"
màu son khá đẹp do dịch giao hành hơi lâu chất son tạm ổn đóng_gói cẩn_thận,"[0, 1, 0, 0, 0, 1, 1, 1]"
g go,"[0, 0, 0, 0, 1, 0, 0, 0]"
với giá ntn thì nói thiệt là thậc sự ổn lắm mn á giao hơi lâu vì shop quốc_tế nh màu đẹp hơn tui nghĩ vãi oce grinning_face,"[0, 0, 0, 1, 0, 1, 1, 0]"
son đẹp xinh gói hàng cẩn_thận đặc_biệt là lên màu siêu ưng nhé smiling_face_with_hearts,"[0, 0, 0, 0, 0, 1, 0, 1]"
son thơm mùi socola nhắm chỉ muốn ăn thoi màu 1 3 4 của daimanpu theo thứ_tự trên xuống nhé 1 4 nghiêng cam hơn mà màu khá tây bạn nào theo phong_cách makeup tây có_thể thử em nó màu 3 cực dễ đánh tôn da với răng trắng lắm recomend mng nên mua 3 em màu này luôn nheé kh hối_hận đâu hehe,"[0, 0, 1, 0, 0, 1, 0, 0]"
mua ở mal nên khá là yên_tâm_giao hàng nhanh đóng_gói kĩ_càng,"[0, 0, 0, 0, 0, 0, 1, 1]"
đóng gói cẩn_thận shop giao hơi lâu xíu nhưng không sao màu xinh lắm trời oisi,"[0, 0, 0, 0, 0, 1, 1, 1]"
màu khá xinh nhưng mà không giống ảnh swatch của hãng đâu nha này giống màu hồng đất zay nhưng nà sắc đất chỉ nhẹ thôi chứ không nhìu như ảnh swatch ngiu tặng nên cho 10 đ,"[0, 0, 0, 0, 0, 1, 0, 0]"
son màu vừa xịn vừa xinh vừa rẻ đáng tiền lắm nên mua nha mọi người ơiu,"[0, 0, 0, 1, 0, 1, 0, 0]"
giao hàng khoảng 3 4 ngày son chắc tay chỗ rút cọ hình_như chặt hơn xưa nên son ko bị dính thân cọ tùm_lum và đầu cọ lấy vừa đủ lượng son chứ ko quá nhiều mình thường mua màu 24 mà nghe màu 25 hot nên mua thử nâu như màu tối đỏ nâu nhiều nếu đánh lớp thật mỏng thì lên môi vẫn đỏ ok,"[0, 0, 0, 0, 0, 1, 1, 0]"
son đánh khá đẹp mùi cũng thơm nữa nói_chung là tuyệt_vời ship không lâu như mình nghĩ,"[0, 0, 1, 0, 0, 0, 1, 0]"
nzmakchz,"[0, 0, 0, 0, 1, 0, 0, 0]"
mình mua vì nghe chị vhl review mua để đánh lòng môi thôi nên không có yêu_cầu gì nhiều hết shop cbi hàng nhanh chúc shop mua may bán_đắt nha red_heart,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng rất tuyệt kết_cấu đặt thơm độ bền_màu màu đẹp son đẹp thơm mùi kẹo_nha giao lâu xĩu lun,"[1, 1, 1, 0, 0, 1, 1, 0]"
an_toàn giao_thông đang vấn_đề ở mức báo_động đỏ quan_trọng nhất trong xã_hội hiện_nay là nhiệm_vụ của mọi người đặc_biệt là đối_với lứa tuổi học_sinh chúng_ta xã_hội ngày_càng phát_triển thì cuộc_sống con_người ngày_càng được ổn_định và nâng cao hơn cũng vì_thế nên vấn_đề tai_nạn giao_thông xảy,"[0, 0, 0, 0, 1, 0, 0, 0]"
dc tặng khẩu_trang xinhjh,"[0, 0, 0, 0, 1, 0, 0, 0]"
công_dụng tốt kết_cấu mềm mịn độ bền_màu ổn màu lên ổn nha mn đán mua d d d d d f f f r rjr v,"[1, 1, 0, 0, 0, 1, 0, 0]"
son đẹp thơm vỏ ngoài đẹp lên màu tạm ổn gói hàng kĩ nhìn thích,"[0, 0, 1, 0, 0, 1, 0, 1]"
xinh quá luôn ta nói màu đẹp mà đánh lên môi thơm mà_còn mịn nữa face_blowing_a_kiss,"[0, 1, 1, 0, 0, 1, 0, 0]"
son đẹp lên chuẩn màu lên màu chuẩn vì là hàng quốc_tế nên giao lâu rất ưng luôn sẽ tiếp_tục ủng_hộ,"[0, 0, 0, 0, 0, 1, 1, 0]"
mình hơi lười chụp nhưng mà son bé hơn mình nghĩ màu khá xink đánh mix thì càng okla 3 nên mua nha mn 3,"[0, 0, 0, 0, 0, 1, 0, 0]"
công_dụng danh len moi kết_cấu dep độ bền_màu dep iaisnw ậnkan,"[1, 1, 0, 0, 0, 0, 0, 0]"
màu sơn đánh lên môi rất mịn mà còn đẹp nữa nên mua nha mn,"[0, 1, 0, 0, 0, 1, 0, 0]"
rất thất_vọng màu hồng đất nhưng lên môi mình lại là hồng cánh sen ánh tím chắc do sắc_tố môi của mình coi như bỏ luôn cây son bạn nào muốn mua thì mình pas lại nhé chất son mịn thơm dễ trôi không hề lỳ miếng nào luôn vỏ hộp có tem chống giả vỏ son đẹp bóng bóng giao hàng hơi lâu,"[1, 1, 1, 0, 0, 1, 1, 0]"
màu son đẹp lắm ạ ưng lắm hàng tmal nên chuẩn yên_tâm cám_ơn shop smiling_face_with_heart eyes,"[0, 0, 0, 0, 0, 1, 0, 0]"
son thơm mà lên màu chuẩn lắm ạ smiling_face_with_heart eyes,"[0, 0, 1, 0, 0, 1, 0, 0]"
son lì màu lắm á ý là chưa có lên môi thử chỉ lên tay thoi mà chùi rửa nước vẫn còn luôn á màu đẹp lắm hình_ảnh mang tính_chất nhận xu hoi nha,"[1, 0, 0, 0, 0, 1, 0, 0]"
hàng auth nhé mọi người chất son thơm mịn nhẹ môi shiper thân_thiện,"[0, 1, 1, 0, 0, 0, 1, 0]"
nên mua nhé sparkles hình_ảnh chỉ mang tính_chất nhận xu,"[0, 0, 0, 0, 1, 0, 0, 0]"
sản_phẩm xinh_xắn màu rất đẹp mùi son là mùi socola thơm đặc_biệt rất nên mua red_heart,"[0, 0, 1, 0, 0, 1, 0, 0]"
gói hàng kĩ vì hàng qte nên ship lâu vỏ bên ngoài son nhìn đẹp nhưng ko kiểu s mình đặt đỏ đất nhưng lên môi thì như cam đất á cũng may là mình cũng hợp màu này đánh lên cũng mịn với giá này thì ổn_áp sau vài lần đánh thì khô môi quá nha đánh xog vài tiếng sau là khô môi r,"[0, 1, 0, 1, 0, 1, 1, 1]"
shop giao hàng rất là lâu do dịch nên thông_cảm được màu son đẹp cực thoa lên môi rất mềm và kh bị vón cục red_heart,"[0, 1, 0, 0, 0, 1, 1, 0]"
shop đóng hàng kĩ_càng giao hàng nhanh_chóng màu son a25 rất xinh,"[0, 0, 0, 0, 0, 1, 1, 1]"
sản_phẩm oke mùi thơm lắm,"[0, 0, 1, 0, 0, 0, 0, 0]"
shop giao đủ hàng shop giao hàng rất nhanh phục_vụ tốt sẽ ủng_hộ,"[0, 0, 0, 0, 0, 0, 1, 0]"
thật_sự thất_vọng thấy lượt mua và đánh_giá nhiều qua nên mua chờ lại rất rất lâu luôn hàng k ưng tí nào huhu,"[0, 0, 0, 0, 1, 0, 0, 0]"
son lên màu xinh cực nha mng nhỏ nhỏ xinh_xinh lắm mng nên mua di ne,"[0, 0, 0, 0, 0, 1, 0, 0]"
độ bền_màu khá lâu công_dụng son kem kết_cấu dạng lỏng son kem màu rất xinh bao_bì son nhìn cute lắm rất phù_hợp với giá tiền shiper thì cute mình đặt sát tết sợ không về kịp ai_ngờ gần 10 ngày là về ncl rất ưng nên mua nha,"[1, 1, 0, 1, 0, 1, 1, 0]"
cute dang iu nhg chat son ko đều màu bthg nói_chung tam ổn njkđkj,"[0, 1, 0, 0, 0, 1, 0, 0]"
chưa test thử trên môi nhưng cầm thấy thích ghê smiling_face_with_heart eyes màu nhìn đẹp không khác gì trong ảnh luôn với nhìn là biết hợp da mình rồi đó smiling_face_with_hearts,"[0, 0, 0, 0, 0, 1, 0, 0]"
chất_lượng tốt giao hàng nhanh_chóng sẽ ủng_hộ shop tiếp,"[0, 0, 0, 0, 0, 0, 1, 0]"
son mềm màu đẹp nha mình mua 403 và 405,"[0, 1, 0, 0, 0, 1, 0, 0]"
chất son đẹp cầm tay rất chắc_chắn lên màu mịn_màng và không bị trôi,"[1, 1, 0, 0, 0, 1, 0, 0]"
mình mua tặng nên k biết ra_sao thấy gói hàg cẩn_thận giao hàng nhanh lắm nha,"[0, 0, 0, 0, 0, 0, 1, 1]"
đóng gói đẹp son hơi lỏng nhanh trôi,"[1, 1, 0, 0, 0, 0, 0, 1]"
giao hàng hơi lâu tại là hàng quốc_tế shop giao đúng màu theo cảm_nhận thì thấy son đánh_hơi khô môi,"[0, 1, 0, 0, 0, 1, 1, 0]"
